author,published,title,text,language,site_url,main_img_url,type,title_without_stopwords,text_without_stopwords,hasImage,label
Staff,2016-11-05T20:51:24.174+02:00,david duke launches  new powerful tv spots across louisiana,"david duke slams the nfl and black lives matter in monday night football game senate campaign ads nfl bosses cringe november   at  pm 
david duke slams the nfl and black lives matter in monday night football game senate campaign ads nfl bosses cringe 
during the middle of monday night football senate candidate slams nfl for their salute to black panthers and black lives matter in superbowl which incited black racist shootings in dallas and our own baton rouge 
thank god under campaign rules there is still some freedom of speech in america 
dont you love it",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,david duke launches new powerful tv spots across louisiana,david duke slams nfl black lives matter monday night football game senate campaign ads nfl bosses cringe november pm david duke slams nfl black lives matter monday night football game senate campaign ads nfl bosses cringe middle monday night football senate candidate slams nfl salute black panthers black lives matter superbowl incited black racist shootings dallas baton rouge thank god campaign rules still freedom speech america dont love,1,Real
Dr. Patrick Slattery,2016-11-07T09:33:32.632+02:00,david brooks whites are voting their gene pool after being ruined by globalization immigration and feminism,"election rigging and dirty tricks against trump and brexit  slattery and collett november   at  pm 
election rigging and dirty tricks against trump and brexit  slattery and collett 
dr patrick slattery and mark collett talk about the myriad of ways that the establishment tried to rig the outcome of both the brexit vote and the us presidential election how the british high court is now allowing for the government to overturn the will of the voters and what the american establishment could block the inauguration of donald trump even if he is announced the winner of the november  election also they discuss what still needs to be done to win back control over our societies",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,david brooks whites voting gene pool ruined globalization immigration feminism,election rigging dirty tricks trump brexit slattery collett november pm election rigging dirty tricks trump brexit slattery collett dr patrick slattery mark collett talk myriad ways establishment tried rig outcome brexit vote us presidential election british high court allowing government overturn voters american establishment could block inauguration donald trump even announced winner november election also discuss still needs done win back control societies,1,Real
Dr. Patrick Slattery,2016-11-07T21:18:15.434+02:00,dr duke and andrew anglin discuss the most important vote and election of our lives,"david duke exults this is the day we begin to take america back we are confident but whatever the outcome tonight our people are awakened november   at  am 
david duke exults this is the day we begin to take america back we are confident but whatever the outcome tonight our people are awakened 
today dr duke expressed his confidence that he and donald trump were headed to electoral success but that no matter what the outcome the people have been awakened and that we are now in a position to take back our society dr slattery then pointed out the monumental effort made by dr duke and the enormous sacrifices he has made and the real physical risks he has endured in order to give us a voice and offered his heartfelt thanks 
they then when on to discuss the possibilities that could emerge from todays vote while hillary has been rattling the sabres for a war with russia the mass awakening that is occurring would hopefully lead those needed in the military to make a war happen to reject orders which could destroy civilization 
this is a historic show for a historic day now go out there and vote for trump and duke 
our show is aired live at  am replayed at et pm eastern and am eastern 
click on image to donate 
and please spread this message to others",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,dr duke andrew anglin discuss important vote election lives,david duke exults day begin take america back confident whatever outcome tonight people awakened november david duke exults day begin take america back confident whatever outcome tonight people awakened today dr duke expressed confidence donald trump headed electoral success matter outcome people awakened position take back society dr slattery pointed monumental effort made dr duke enormous sacrifices made real physical risks endured order give us voice offered heartfelt thanks discuss possibilities could emerge todays vote hillary rattling sabres war russia mass awakening occurring would hopefully lead needed military make war happen reject orders could destroy civilization historic show historic day go vote trump duke show aired live replayed et pm eastern eastern click image donate please spread message others,1,Real
Staff,2016-11-08T05:41:11.897+02:00,david duke slams the nfl and black lives matter in monday night football game senate campaign ads nfl bosses cringe,"trump wins presidency duke falls short in absolutely heroic effort november   at  am 
trump wins presidency duke falls short in absolutely heroic effort 
cnn has reported that hillary will call donald trump to concede cnn and some other networks still have not called all the states but it is clear that pennsylvania will go for trump and put him over the top life is good",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,david duke slams nfl black lives matter monday night football game senate campaign ads nfl bosses cringe,trump wins presidency duke falls short absolutely heroic effort november trump wins presidency duke falls short absolutely heroic effort cnn reported hillary call donald trump concede cnn networks still called states clear pennsylvania go trump put top life good,1,Real
Dr. Patrick Slattery,2016-11-08T21:18:56.953+02:00,election rigging and dirty tricks against trump and brexit  slattery and collett,"dr david duke and pastor dankof discuss the magnificent victory of donald trump against the globalist warmongers and criminals november   at  am 
dr david duke and pastor dankof discuss the magnificent victory of donald trump against the globalist warmongers and criminals 
today dr duke and pastor mark dankof discuss the historic victory achieved last night although dr duke came up short amidst the most unfair and rigged system in his own bid for the us senate there is no doubt that the altright movement that propagated dr dukes narrative far and wide was decisive in donald trumps win last night 
with just enough of our people having woken up in the nick of time we can now avoid the global armageddon that hillarys zio handlers were lurching towards but there is much work to be done we need to build a wall and even more importantly repeal the  immigration act we need to build our own media so that the american voters are no longer fed lies and deceit unchallenged and most of all we need to red pill the public to the existence of jewish domination of our society so that we truly can take back our country and make america great again 
our show is aired live at  am replayed at et pm eastern and am eastern 
click on image to donate 
and please spread this message to others",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,election rigging dirty tricks trump brexit slattery collett,dr david duke pastor dankof discuss magnificent victory donald trump globalist warmongers criminals november dr david duke pastor dankof discuss magnificent victory donald trump globalist warmongers criminals today dr duke pastor mark dankof discuss historic victory achieved last night although dr duke came short amidst unfair rigged system bid us senate doubt altright movement propagated dr dukes narrative far wide decisive donald trumps win last night enough people woken nick time avoid global armageddon hillarys zio handlers lurching towards much work done need build wall even importantly repeal immigration act need build media american voters longer fed lies deceit unchallenged need red pill public existence jewish domination society truly take back country make america great show aired live replayed et pm eastern eastern click image donate please spread message others,1,Real
Dr. Patrick Slattery,2016-11-08T21:18:57.234+02:00,david duke exults this is the day we begin to take america back we are confident but whatever the outcome tonight our people are awakened,"dr macdonald  dr duke expose the vicious war on trump by the jewish establishment november   at  am 
dr macdonald  dr duke expose the vicious war on trump by the jewish establishment 
today dr duke had professor kevin macdonald as his guest for the hour they discussed the importance of the trump victory as well as what needs to be done they agreed that regarding immigration the most important thing in the long term is repealing the  act 
they also pointed out the phenomenon of whites voting their ethnic interests while we have been hearing that white women were going to vote against trump they wound up supporting him by a  margin even almost half of white women with a college education supported trump despite the years of jewish indoctrination at college the same can be said for white millennials 
this is an important show in terms of showing the path forward please share it widely 

our show is aired live at  am replayed at et pm eastern and am eastern 
click on image to donate 
and please spread this message to others",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,david duke exults day begin take america back confident whatever outcome tonight people awakened,dr macdonald dr duke expose vicious war trump jewish establishment november dr macdonald dr duke expose vicious war trump jewish establishment today dr duke professor kevin macdonald guest hour discussed importance trump victory well needs done agreed regarding immigration important thing long term repealing act also pointed phenomenon whites voting ethnic interests hearing white women going vote trump wound supporting margin even almost half white women college education supported trump despite years jewish indoctrination college said white millennials important show terms showing path forward please share widely show aired live replayed et pm eastern eastern click image donate please spread message others,1,Real
Dr. Patrick Slattery,2016-11-09T11:07:02.305+02:00,trump wins presidency duke falls short in absolutely heroic effort,"dr david duke and andrew anglin red pill and white pill our people in an hour of ultimate political incorrectness november   at  am 
dr david duke and andrew anglin red pill and white pill our people in an hour of ultimate political incorrectness 
today dr duke had daily stormer publisher andrew anglin as his guest for the hour they talked about what needs to be done by the new trump administration 
they also talked about the double standards of morality applied to whites and nonwhites while whites will forever be condemned by the jewish cultural overlords for slavery and the holocaust the massive crimes that were perpetrated by aztecs zulus turks arabs and others during the same historical time period are completely glossed over 
this is a great show to spread to your friends over the weekend 
our show is aired live at  am replayed at et pm eastern and am eastern",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,trump wins presidency duke falls short absolutely heroic effort,dr david duke andrew anglin red pill white pill people hour ultimate political incorrectness november dr david duke andrew anglin red pill white pill people hour ultimate political incorrectness today dr duke daily stormer publisher andrew anglin guest hour talked needs done new trump administration also talked double standards morality applied whites nonwhites whites forever condemned jewish cultural overlords slavery holocaust massive crimes perpetrated aztecs zulus turks arabs others historical time period completely glossed great show spread friends weekend show aired live replayed et pm eastern eastern,1,Real
Dr. Patrick Slattery,2016-11-09T20:23:49.158+02:00,dr david duke and pastor dankof discuss the magnificent victory of donald trump against the globalist warmongers and criminals," views share 
dr david duke releases an interview with himself undertaken by cnn on presidentelect donald trump and his viewswhich was of course unused by that broadcaster",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,dr david duke pastor dankof discuss magnificent victory donald trump globalist warmongers criminals,views share dr david duke releases interview undertaken cnn presidentelect donald trump viewswhich course unused broadcaster,1,Real
Dr. Patrick Slattery,2016-11-10T20:09:17.905+02:00,dr macdonald  dr duke expose the vicious war on trump by the jewish establishment," views share 
dr duke and dr slattery discuss the color revolution against trump  the jewish war against him and america 
today dr duke had dr patrick slattery as his guest for the hour they discussed the soros  companyfueled demonstrations that are going on in cities across the united states that bear a resemblance to the color revolutions that were used by soros in several countries around the world to overturn the results of elections or overthrow governments that were not kosher enough 
they talked about the medias continuing attack on trump he granted an interview to  minutes leslie stahl who constantly interrupted him preventing him from answering the questions she posed to him trump importantly insisted that he will continue to bypass the media and communicate directly with his supporters via social media he also seemed to prioritize tightening the immigration law over immediately deporting all illegal aliens which doctors duke and slattery agreed was the proper strategy 
please share this show with your friends and relatives 
our show is aired live at  am replayed at et pm eastern and am eastern",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,dr macdonald dr duke expose vicious war trump jewish establishment,views share dr duke dr slattery discuss color revolution trump jewish war america today dr duke dr patrick slattery guest hour discussed soros companyfueled demonstrations going cities across united states bear resemblance color revolutions used soros several countries around world overturn results elections overthrow governments kosher enough talked medias continuing attack trump granted interview minutes leslie stahl constantly interrupted preventing answering questions posed trump importantly insisted continue bypass media communicate directly supporters via social media also seemed prioritize tightening immigration law immediately deporting illegal aliens doctors duke slattery agreed proper strategy please share show friends relatives show aired live replayed et pm eastern eastern,1,Real
Dr. Patrick Slattery,2016-11-11T21:36:38.445+02:00,dr david duke and andrew anglin red pill and white pill our people in an hour of ultimate political incorrectness," views share 
dr duke and dr slattery show why our survival totally depends on defeat of jewish power 
today dr duke focused on the threat of jews infiltrating and taking over movements with a potential to become a base for opposing jewish power the altright currently includes people who are extremely critical of jewish power and those who either ignore it or downplay it we must be wary of establishment efforts to parachute leaders into our movement who would focus attention away from the jewish issue whether it be milo or alex jones 
dr slattery joined the show and recounted how jews created a culture of self criticism in the s among whites and then used the resulting environment to push through an immigration act that fundamentally transformed the demographics of the country to the extent that it took a miracle for whites simply to elect the president of their choice 
this is an extremely informative and edifying show please share it widely 

our show is aired live at  am replayed at et pm eastern and am eastern",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,dr david duke andrew anglin red pill white pill people hour ultimate political incorrectness,views share dr duke dr slattery show survival totally depends defeat jewish power today dr duke focused threat jews infiltrating taking movements potential become base opposing jewish power altright currently includes people extremely critical jewish power either ignore downplay must wary establishment efforts parachute leaders movement would focus attention away jewish issue whether milo alex jones dr slattery joined show recounted jews created culture self criticism among whites used resulting environment push immigration act fundamentally transformed demographics country extent took miracle whites simply elect president choice extremely informative edifying show please share widely show aired live replayed et pm eastern eastern,1,Real
